Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 02/07  04:00:00,873.3920322,101.2470396,388.0742434,0,46.09303362,113.3127805,556.5148674,542.1452246,5.664669961,8.704972856
 02/07  05:00:00,947.9108534,101.2470396,381.5494334,0,100.1506573,148.9693994,551.7302671,528.6756666,5.664669961,17.38993058
 02/07  06:00:00,916.8098205,101.4453264,373.4036916,0,100.1506573,149.8943994,872.0777325,849.2111423,14.1616749,8.704915256
 02/07  07:00:00,1120.435697,102.1641264,361.6293088,0,176.4710373,302.6124365,675.7966206,630.0833423,28.3233498,17.38992848
 02/07  08:00:00,1225.775812,102.4696217,356.0569173,0,243.2593065,310.1097119,651.0220821,590.9995827,42.48502471,17.53747466
 02/07  09:00:00,1319.252696,103.0817049,395.1537707,0,243.2593065,310.1097119,641.972777,556.8063996,56.64669961,28.51967781
 02/07  10:00:00,1399.84489,103.7165045,437.279769,0,243.2593065,302.6124365,611.09629,535.3669871,42.48502471,33.24427824
 02/07  11:00:00,1431.413831,104.383635,470.2578917,0,243.2593065,310.1097119,616.9303466,510.5893387,70.80837451,35.5326334
 02/07  12:00:00,1490.240807,104.9930879,523.9441754,0,243.2593065,310.1097119,595.2120949,488.8027452,70.80837451,35.60097526
 02/07  13:00:00,1468.846642,105.5873683,532.6540382,0,243.2593065,310.1097119,575.6233145,469.3883512,70.80837451,35.42658878
 02/07  14:00:00,1514.176921,106.135418,536.2130175,0,243.2593065,302.6124365,538.6960701,446.4498163,56.64669961,35.59955422
 02/07  15:00:00,1526.414442,106.6262567,540.7699004,0,243.2593065,302.6124365,493.5436941,415.5175474,42.48502471,35.54112194
 02/07  16:00:00,1530.666375,106.8586727,540.9893818,0,243.2593065,302.6124365,491.6106602,399.4877462,56.64669961,35.47621443
 02/07  17:00:00,1535.538385,107.4343956,539.4664407,0,243.2593065,310.1097119,493.4163945,381.9700742,84.97004941,26.47627084
 02/07  18:00:00,1538.030429,107.7735735,539.2004502,0,243.2593065,310.1097119,510.5641742,399.370929,84.97004941,26.22319582
 02/07  19:00:00,1274.615649,101.2470396,536.670304,0,166.9389264,199.1109338,489.3115429,395.6143504,84.97004941,8.727143042
 02/07  20:00:00,1266.088887,101.2470396,534.5732351,0,166.9389264,191.6136585,472.6164599,398.5341413,56.64669961,17.43561901
 02/07  21:00:00,1128.190096,101.2470396,533.2827033,0,100.1506573,124.5586935,511.6852234,437.6038366,56.64669961,17.4346872
 02/07  22:00:00,1083.118345,101.2470396,532.402529,0,100.1506573,124.5586935,505.9220579,446.0424291,42.48502471,17.39460412
 02/07  23:00:00,1013.257945,101.2470396,532.0608297,0,46.09303362,124.5586935,502.4858016,465.4577126,28.3233498,8.704739159
 02/07  00:00:00,1008.67763,101.2470396,531.6512981,0,46.09303362,124.5586935,506.1430553,474.5918982,14.1616749,17.38948221
 02/08  01:00:00,929.6064797,101.2470396,467.3152136,0,46.09303362,113.3127805,498.4229002,484.0536399,5.664669961,8.704590325
 02/08  02:00:00,937.1086697,101.2470396,474.5635333,0,46.09303362,113.3127805,515.7206133,492.6668463,5.664669961,17.38909704
 02/08  03:00:00,946.6973153,101.2470396,480.7545454,0,46.09303362,113.3127805,513.8710238,499.5018978,5.664669961,8.704456055
 02/08  04:00:00,942.9695269,101.2470396,480.5240579,0,46.09303362,113.3127805,528.3148972,505.261332,5.664669961,17.38889526
 02/08  05:00:00,1015.675672,101.2470396,474.0998377,0,100.1506573,148.9693994,505.9063844,491.5373532,5.664669961,8.704361207
 02/08  06:00:00,1015.095812,101.6930307,469.7624873,0,100.1506573,149.8943994,785.2678736,759.9624972,14.1616749,11.14370147
 02/08  07:00:00,1239.453506,102.4720286,468.798863,0,176.4710373,302.6124365,609.1985775,565.925442,28.3233498,14.94978576
 02/08  08:00:00,1349.17431,103.8983998,468.7090443,0,243.2593065,310.1097119,593.0175038,528.2214578,42.48502471,22.31102125
 02/08  09:00:00,1388.329277,104.5839385,475.8765982,0,243.2593065,310.1097119,597.0258345,509.9579521,56.64669961,30.42118277
 02/08  10:00:00,1430.855722,105.1105503,487.8787806,0,243.2593065,302.6124365,567.8735221,498.8714886,42.48502471,26.5170088
 02/08  11:00:00,1463.10679,105.4553924,509.237039,0,243.2593065,310.1097119,593.1349672,486.7940215,70.80837451,35.53257116
 02/08  12:00:00,1481.096473,105.7658297,520.9902464,0,243.2593065,310.1097119,586.6229884,480.2137365,70.80837451,35.60087733
 02/08  13:00:00,1382.447473,106.0449989,468.9900168,0,243.2593065,310.1097119,583.8507665,477.6160627,70.80837451,35.4263293
 02/08  14:00:00,1392.04233,106.2961015,449.0853744,0,243.2593065,302.6124365,569.7208588,477.475076,56.64669961,35.59908318
 02/08  15:00:00,1381.073648,106.5447661,438.105369,0,243.2593065,302.6124365,552.527639,474.5020516,42.48502471,35.54056266
 02/08  16:00:00,1376.202367,106.7863173,432.9935559,0,243.2593065,302.6124365,561.0935965,468.971389,56.64669961,35.47550791
 02/08  17:00:00,1388.311002,106.9372167,438.2280367,0,243.2593065,310.1097119,579.7126878,468.2668962,84.97004941,26.47574219
 02/08  18:00:00,1396.878184,107.1055846,442.7066848,0,243.2593065,310.1097119,579.740292,468.5472289,84.97004941,26.22301361
 02/08  19:00:00,1145.69256,101.2470396,443.0595592,0,166.9389264,199.1109338,545.5738039,451.8780344,84.97004941,8.725720169
 02/08  20:00:00,1145.921653,101.2470396,450.2674311,0,166.9389264,191.6136585,528.642261,454.5600489,56.64669961,17.43551253
 02/08  21:00:00,963.8705532,101.2470396,440.5063933,0,100.1506573,124.5586935,571.5679846,497.486754,56.64669961,17.43453106
 02/08  22:00:00,899.2602573,101.2470396,432.7159123,0,100.1506573,124.5586935,566.2188909,506.3393909,42.48502471,17.39447529
 02/08  23:00:00,836.1566412,101.2470396,438.9446024,0,46.09303362,124.5586935,562.4430831,525.4150663,28.3233498,8.704666916
 02/08  00:00:00,848.1484444,101.2470396,451.498249,0,46.09303362,124.5586935,562.3843528,530.8333683,14.1616749,17.38930959
 02/09  01:00:00,837.5793275,101.2470396,450.5366642,0,46.09303362,113.3127805,553.8871953,539.5180379,5.664669961,8.704487456
 02/09  02:00:00,829.220684,101.2470396,439.458149,0,46.09303362,113.3127805,571.553366,548.4998352,5.664669961,17.38886084
 02/09  03:00:00,828.4160728,101.2470396,434.188217,0,46.09303362,113.3127805,569.4528142,555.0838195,5.664669961,8.704324692
 02/09  04:00:00,829.9706944,101.2470396,432.8249713,0,46.09303362,113.3127805,584.6080502,561.5547735,5.664669961,17.38860681
 02/09  05:00:00,915.3804266,101.2470396,432.0300136,0,100.1506573,148.9693994,559.9912003,545.622327,5.664669961,8.704203371
 02/09  06:00:00,906.5355609,101.7647965,424.8158795,0,100.1506573,149.8943994,868.3845349,845.5178036,14.1616749,8.705056393
 02/09  07:00:00,1137.105526,102.6407128,426.6260801,0,176.4710373,302.6124365,680.6253231,634.911851,28.3233498,17.39012234
 02/09  08:00:00,1253.390865,103.8461848,431.3043726,0,243.2593065,310.1097119,658.0397022,597.8091732,42.48502471,17.7455043
 02/09  09:00:00,1290.258925,104.3084462,432.1284092,0,243.2593065,310.1097119,675.2746822,583.6182551,56.64669961,35.00972754
 02/09  10:00:00,1329.203727,104.650876,432.5980445,0,243.2593065,302.6124365,643.7510272,574.7504797,42.48502471,26.51552283
 02/09  11:00:00,1350.596751,104.9704753,445.6584055,0,243.2593065,310.1097119,658.5325393,552.1938782,70.80837451,35.53028658
 02/09  12:00:00,1360.682469,105.263224,455.7939598,0,243.2593065,310.1097119,649.624308,543.2176959,70.80837451,35.5982375
 02/09  13:00:00,1329.393238,105.66856,463.4968001,0,243.2593065,310.1097119,633.6328773,527.4005487,70.80837451,35.42395411
 02/09  14:00:00,1385.621968,106.0681945,482.3157184,0,243.2593065,302.6124365,605.9392411,513.6963642,56.64669961,35.59617739
 02/09  15:00:00,1415.227075,106.4129181,509.5841227,0,243.2593065,302.6124365,574.6344464,496.6118285,42.48502471,35.53759326
 02/09  16:00:00,1463.595196,106.6551559,549.8503935,0,243.2593065,302.6124365,576.328041,484.2087225,56.64669961,35.47261888
 02/09  17:00:00,1481.589801,106.8826483,552.5562371,0,243.2593065,310.1097119,581.4658127,470.0218586,84.97004941,26.4739047
 02/09  18:00:00,1491.129666,107.0106982,550.2780019,0,243.2593065,310.1097119,584.0664079,472.8713054,84.97004941,26.2250531
 02/09  19:00:00,1233.381668,101.2470396,543.0912783,0,166.9389264,199.1109338,548.276402,454.5780954,84.97004941,8.72825718
 02/09  20:00:00,1106.526286,101.2470396,440.8206693,0,166.9389264,191.6136585,533.9919217,459.9109216,56.64669961,17.43430051
 02/09  21:00:00,973.4574786,101.2470396,448.8610738,0,100.1506573,124.5586935,574.6051142,500.5250514,56.64669961,17.43336323
 02/09  22:00:00,930.0399229,101.2470396,448.4630001,0,100.1506573,124.5586935,560.0522755,508.8598321,42.48502471,8.70741877
 02/09  23:00:00,850.5620902,101.2470396,436.70383,0,46.09303362,124.5586935,577.2886138,531.5753416,28.3233498,17.38992236
 02/09  00:00:00,840.4054222,101.2470396,425.3999737,0,46.09303362,124.5586935,563.6565804,540.7900191,14.1616749,8.704886411
 02/10  01:00:00,819.6492394,101.2470396,413.6983456,0,46.09303362,113.3127805,571.8052671,548.7509221,5.664669961,17.38967502
 02/10  02:00:00,809.6154184,101.2470396,400.9343991,0,46.09303362,113.3127805,570.3090864,555.9397848,5.664669961,8.704631651
 02/10  03:00:00,800.6674756,101.2470396,387.7269658,0,46.09303362,113.3127805,588.2766539,565.2228368,5.664669961,17.38914711
 02/10  04:00:00,793.950447,101.2470396,375.6146491,0,46.09303362,113.3127805,592.8944916,578.5253523,5.664669961,8.704469332
 02/10  05:00:00,880.2227952,101.2470396,369.5023806,0,100.1506573,148.9693994,586.665763,563.6122392,5.664669961,17.3888538
 02/10  06:00:00,873.2367752,101.7955522,361.4278609,0,100.1506573,149.8943994,895.0972433,872.2312356,14.1616749,8.704332879
 02/10  07:00:00,1091.261872,102.7154742,349.9499073,0,176.4710373,302.6124365,706.4671817,660.7551271,28.3233498,17.38870484
 02/10  08:00:00,1212.854507,103.9825198,350.81061,0,243.2593065,310.1097119,676.918968,616.8984058,42.48502471,17.53553743
 02/10  09:00:00,1277.30222,104.6432554,373.4529802,0,243.2593065,310.1097119,668.3617225,585.2961058,56.64669961,26.41891712
 02/10  10:00:00,1354.034129,105.0006458,408.689306,0,243.2593065,302.6124365,641.1180647,563.2874196,42.48502471,35.34562042
 02/10  11:00:00,1406.303866,105.5594088,445.2444929,0,243.2593065,310.1097119,640.448023,534.1139174,70.80837451,35.52573114
 02/10  12:00:00,1466.450216,106.0948584,498.9705926,0,243.2593065,310.1097119,615.4471071,509.0457635,70.80837451,35.59296914
 02/10  13:00:00,1458.355931,106.5983427,528.5859248,0,243.2593065,310.1097119,590.739254,484.5114891,70.80837451,35.41939041
 02/10  14:00:00,1500.042485,107.0736318,535.9076625,0,243.2593065,302.6124365,551.0803913,458.8429382,56.64669961,35.59075346
 02/10  15:00:00,1512.074616,107.4671351,539.1096233,0,243.2593065,302.6124365,507.3805767,429.3634198,42.48502471,35.53213217
 02/10  16:00:00,1513.290213,107.7523371,540.1146843,0,243.2593065,302.6124365,496.1375949,404.0234227,56.64669961,35.46747263
 02/10  17:00:00,1515.498349,107.9286689,542.2566608,0,243.2593065,310.1097119,508.7780632,397.331944,84.97004941,26.47606974
 02/10  18:00:00,1520.075362,108.3286185,540.8616879,0,243.2593065,310.1097119,504.5654493,402.1058775,84.97004941,17.48952234
 02/10  19:00:00,1226.740861,101.2470396,499.7406095,0,166.9389264,199.1109338,512.0616384,409.6564293,84.97004941,17.43515968
 02/10  20:00:00,1183.153176,101.2470396,463.4576087,0,166.9389264,191.6136585,487.3582129,413.2793999,56.64669961,17.43211333
 02/10  21:00:00,1049.336145,101.2470396,473.8165919,0,100.1506573,124.5586935,526.5499655,452.4677046,56.64669961,17.43556121
 02/10  22:00:00,991.7269758,101.2470396,464.519666,0,100.1506573,124.5586935,512.988481,461.7971272,42.48502471,8.706329067
 02/10  23:00:00,908.853583,101.2470396,450.168638,0,46.09303362,124.5586935,529.7842674,484.0706853,28.3233498,17.3902323
 02/10  00:00:00,893.3596811,101.2470396,438.5990494,0,46.09303362,124.5586935,517.4990047,494.6335908,14.1616749,8.703738971
 02/11  01:00:00,856.3433095,101.2470396,420.0121743,0,46.09303362,113.3127805,528.5427803,505.488195,5.664669961,17.38991538
 02/11  02:00:00,827.4816024,101.2470396,395.0640758,0,46.09303362,113.3127805,530.7702526,516.4021292,5.664669961,8.703453463
 02/11  03:00:00,814.541675,101.2470396,377.4999745,0,46.09303362,113.3127805,550.9233913,527.8694418,5.664669961,17.38927962
 02/11  04:00:00,804.7053215,101.2470396,364.1042947,0,46.09303362,113.3127805,553.292084,538.9241256,5.664669961,8.703288441
 02/11  05:00:00,808.4851955,101.2470396,357.1232134,0,55.62514452,113.3127805,561.7703887,538.7167995,5.664669961,17.38891929
 02/11  06:00:00,814.8165017,101.2470396,356.0428084,0,55.62514452,113.3127805,570.4102282,547.5457791,14.1616749,8.702774275
 02/11  07:00:00,878.8189882,101.2470396,349.2006765,0,65.15725541,176.8892702,539.0562242,493.3443118,28.3233498,17.38856254
 02/11  08:00:00,988.6658157,101.5880004,350.3685166,0,109.6827682,220.9681645,827.9828856,776.7923176,42.48502471,8.705543271
 02/11  09:00:00,1032.407,101.5824609,385.9166279,0,109.6827682,220.9681645,720.1922727,646.0767018,56.64669961,17.46887137
 02/11  10:00:00,1183.726063,101.9849748,430.6487488,0,131.9455246,266.9558176,669.7282723,600.9390001,42.48502471,26.30424753
 02/11  11:00:00,1248.483946,102.0166101,490.0692682,0,131.9455246,274.4530929,671.9936102,574.7730282,70.80837451,26.41220743
 02/11  12:00:00,1299.594138,102.030154,529.2135597,0,131.9455246,274.4530929,650.3192054,553.098148,70.80837451,26.41268284
 02/11  13:00:00,1281.010677,102.0936944,538.3827212,0,131.9455246,274.4530929,626.5131176,529.2972492,70.80837451,26.40749396
 02/11  14:00:00,1282.053255,102.3042665,545.7945958,0,131.9455246,266.9558176,586.3747937,503.3207023,56.64669961,26.40739175
 02/11  15:00:00,1295.418005,102.4845854,549.1963559,0,131.9455246,266.9558176,536.8213965,467.9300102,42.48502471,26.40636164
 02/11  16:00:00,1226.913009,101.2470396,550.0270865,0,109.6827682,212.5458892,421.2674328,338.2093543,56.64669961,26.41137893
 02/11  17:00:00,1233.213761,101.2470396,549.8972852,0,109.6827682,220.0431645,449.7853347,338.4092824,84.97004941,26.40600292
 02/11  18:00:00,1183.177535,101.2470396,549.5181357,0,109.6827682,220.0431645,455.236567,352.7325651,84.97004941,17.53395253
 02/11  19:00:00,1155.24081,101.2470396,546.8712774,0,100.1506573,199.1109338,497.1222615,394.7632261,84.97004941,17.38898602
 02/11  20:00:00,1144.676215,101.2470396,544.5001606,0,100.1506573,191.6136585,463.001331,397.6514683,56.64669961,8.703163102
 02/11  21:00:00,1021.58867,101.2470396,543.4349188,0,55.62514452,124.5586935,512.8711429,438.8343706,56.64669961,17.39007268
 02/11  22:00:00,1000.223508,101.2470396,545.3948132,0,55.62514452,124.5586935,499.1521019,447.9615062,42.48502471,8.705570959
 02/11  23:00:00,993.6324394,101.2470396,546.539488,0,46.09303362,124.5586935,512.8560703,467.1444312,28.3233498,17.38828927
 02/11  00:00:00,954.0977098,101.2470396,503.204017,0,46.09303362,124.5586935,499.9512751,477.0842092,14.1616749,8.70539102
 02/12  01:00:00,881.8875188,101.2470396,466.5985717,0,34.96165543,113.3127805,510.0623928,487.0085287,5.664669961,17.38919414
 02/12  02:00:00,912.710747,101.2470396,493.3468817,0,34.96165543,113.3127805,507.7096945,493.3399791,5.664669961,8.705045473
 02/12  03:00:00,909.1184733,101.2470396,488.148719,0,34.96165543,113.3127805,525.3084277,502.2564998,5.664669961,17.38725793
 02/12  04:00:00,884.1333637,101.2470396,468.9045781,0,34.96165543,113.3127805,528.0754516,513.7059593,5.664669961,8.704822363
 02/12  05:00:00,873.9557187,101.2470396,451.8195643,0,44.49376632,113.3127805,537.6936204,514.6420909,5.664669961,17.38685954
 02/12  06:00:00,861.277025,101.2470396,439.2546473,0,44.49376632,113.3127805,549.8259304,526.9596466,14.1616749,8.70460891
 02/12  07:00:00,918.1830969,101.2470396,426.083136,0,54.02587722,176.8892702,519.2060391,473.4936482,28.3233498,17.38904109
 02/12  08:00:00,918.6220159,101.2470396,427.0342834,0,54.02587722,184.3865456,519.6453997,468.4559786,42.48502471,8.704396458
 02/12  09:00:00,1023.879761,101.2470396,450.7476123,0,65.15725541,220.0431645,513.5671342,439.4651896,56.64669961,17.45524496
 02/12  10:00:00,1072.523784,101.2470396,501.6278789,0,65.15725541,212.5458892,484.6360936,424.6242251,42.48502471,17.52684378
 02/12  11:00:00,1119.106924,101.2470396,539.1517699,0,65.15725541,220.0431645,508.2765112,411.0796453,70.80837451,26.38849135
 02/12  12:00:00,1141.406883,101.2470396,551.7019951,0,65.15725541,220.0431645,494.0048668,396.810066,70.80837451,26.38642627
 02/12  13:00:00,1145.246532,101.2470396,550.4278197,0,65.15725541,220.0431645,480.757567,383.5598419,70.80837451,26.38935068
 02/12  14:00:00,1136.381506,101.2470396,540.3073168,0,65.15725541,212.5458892,447.8161444,364.7823318,56.64669961,26.38711307
 02/12  15:00:00,1137.884483,101.2470396,539.1844647,0,65.15725541,212.5458892,408.9869048,340.1167438,42.48502471,26.38513627
 02/12  16:00:00,1135.687237,101.2470396,535.4039194,0,65.15725541,212.5458892,410.9196966,327.8848751,56.64669961,26.38812185
 02/12  17:00:00,1106.674317,101.2470396,529.2340279,0,65.15725541,220.0431645,434.6116992,323.2527601,84.97004941,26.38888965
 02/12  18:00:00,1067.143308,101.2470396,540.3943273,0,54.02587722,184.3865456,442.4591143,339.9613515,84.97004941,17.52771335
 02/12  19:00:00,1067.115866,101.2470396,556.3714289,0,44.49376632,163.4543149,489.6104957,387.2525414,84.97004941,17.38790486
 02/12  20:00:00,1050.614056,101.2470396,565.226812,0,44.49376632,155.9570395,459.1997919,393.8479088,56.64669961,8.705183495
 02/12  21:00:00,999.0686013,101.2470396,565.5076202,0,44.49376632,124.5586935,505.2415508,431.2073268,56.64669961,17.3875244
 02/12  22:00:00,986.6358862,101.2470396,564.2176615,0,44.49376632,124.5586935,493.4359145,442.2459189,42.48502471,8.70497091
 02/12  23:00:00,976.8754697,101.2470396,561.763867,0,34.96165543,124.5586935,509.5196477,463.8091649,28.3233498,17.38713298
 02/12  00:00:00,973.1575734,101.2470396,559.08262,0,34.96165543,124.5586935,498.0381818,475.1717491,14.1616749,8.704757773
 02/13  01:00:00,967.6201089,101.2470396,557.386455,0,46.09303362,113.3127805,507.932862,484.8802231,5.664669961,17.38796898
 02/13  02:00:00,971.7188307,101.2470396,554.8109428,0,46.09303362,113.3127805,510.294355,495.9253068,5.664669961,8.704378333
 02/13  03:00:00,959.6108455,101.2470396,545.7102129,0,46.09303362,113.3127805,530.2392769,507.1860698,5.664669961,17.38853711
 02/13  04:00:00,950.5750559,101.2470396,537.5954231,0,46.09303362,113.3127805,532.9900323,518.6212392,5.664669961,8.704123173
 02/13  05:00:00,1045.094917,101.2470396,542.3266553,0,100.1506573,148.9693994,521.8950911,498.8423422,5.664669961,17.3880789
 02/13  06:00:00,1056.443255,101.2470396,549.0145569,0,100.1506573,149.8943994,926.6080435,903.7424752,14.1616749,8.703893383
 02/13  07:00:00,1282.807294,101.5310428,546.6845847,0,176.4710373,302.6124365,665.4985177,619.7875461,28.3233498,17.38762176
 02/13  08:00:00,1398.08694,101.841885,549.5449219,0,243.2593065,310.1097119,625.531573,565.5091963,42.48502471,17.53735194
 02/13  09:00:00,1437.310986,101.9722712,551.2209953,0,243.2593065,310.1097119,623.6325587,540.5728649,56.64669961,26.41299419
